GOID	Ontology	Definition	Level
GO:0009258	BP	10-formyltetrahydrofolate catabolic process	7
GO:0009259	BP	ribonucleotide metabolic process	7
GO:0009260	BP	ribonucleotide biosynthetic process	7
GO:0009261	BP	ribonucleotide catabolic process	7
GO:0009262	BP	deoxyribonucleotide metabolic process	7
GO:0009263	BP	deoxyribonucleotide biosynthetic process	7
GO:0009264	BP	deoxyribonucleotide catabolic process	7
GO:0009265	BP	2'-deoxyribonucleotide biosynthetic process	8
GO:0009266	BP	response to temperature stimulus	4
GO:0009267	BP	cellular response to starvation	5
GO:0009268	BP	response to pH	4
GO:0009269	BP	response to desiccation	5
GO:0009270	BP	response to humidity	5
GO:0009271	BP	phage shock	4
GO:0009272	BP	fungal-type cell wall biogenesis	6
GO:0009273	BP	peptidoglycan-based cell wall biogenesis	6
GO:0009274	CC	peptidoglycan-based cell wall	5
GO:0009275	CC	Gram-positive-bacterium-type cell wall	6
GO:0009276	CC	Gram-negative-bacterium-type cell wall	5
GO:0009277	CC	fungal-type cell wall	5
GO:0009279	CC	cell outer membrane	4
GO:0009288	CC	bacterial-type flagellum	5
GO:0009289	CC	pilus	4
GO:0009290	BP	DNA import into cell involved in transformation	5
GO:0009291	BP	unidirectional conjugation	4
GO:0009292	BP	genetic transfer	3
GO:0009293	BP	transduction	4
GO:0009294	BP	DNA mediated transformation	4
GO:0009295	CC	nucleoid	5
GO:0009296	BP	flagellum assembly	7
GO:0009297	BP	pilus assembly	7
GO:0009298	BP	GDP-mannose biosynthetic process	6
GO:0009299	BP	mRNA transcription	6
GO:0009300	BP	antisense RNA transcription	6
GO:0009301	BP	snRNA transcription	6
GO:0009302	BP	snoRNA transcription	6
GO:0009303	BP	rRNA transcription	6
GO:0009304	BP	tRNA transcription	6
GO:0009305	BP	protein biotinylation	6
GO:0009306	BP	protein secretion	4
GO:0009307	BP	DNA restriction-modification system	6
GO:0009308	BP	amine metabolic process	4
GO:0009309	BP	amine biosynthetic process	5
GO:0009310	BP	amine catabolic process	4
GO:0009311	BP	oligosaccharide metabolic process	5
GO:0009312	BP	oligosaccharide biosynthetic process	5
GO:0009313	BP	oligosaccharide catabolic process	5
GO:0009314	BP	response to radiation	4
GO:0009316	CC	3-isopropylmalate dehydratase complex	4
GO:0009317	CC	acetyl-CoA carboxylase complex	4
GO:0009318	CC	exodeoxyribonuclease VII complex	4
GO:0009319	CC	cytochrome o ubiquinol oxidase complex	3
GO:0009320	CC	phosphoribosylaminoimidazole carboxylase complex	4
GO:0009321	CC	alkyl hydroperoxide reductase complex	4
GO:0009322	CC	trimethylamine-N-oxide reductase complex	3
GO:0009323	CC	ribosomal-protein-alanine N-acetyltransferase complex	5
GO:0009324	CC	D-amino-acid dehydrogenase complex	4
GO:0009325	CC	nitrate reductase complex	3
GO:0009326	CC	formate dehydrogenase complex	3
GO:0009327	CC	NAD(P)+ transhydrogenase complex (AB-specific)	4
GO:0009328	CC	phenylalanine-tRNA ligase complex	4
GO:0009329	CC	acetate CoA-transferase complex	4
GO:0009330	CC	DNA topoisomerase complex (ATP-hydrolyzing)	4
GO:0009331	CC	glycerol-3-phosphate dehydrogenase complex	4
GO:0009332	CC	glutamate-tRNA ligase complex	4
GO:0009333	CC	cysteine synthase complex	4
GO:0009334	CC	3-phenylpropionate dioxygenase complex	3
GO:0009336	CC	sulfate adenylyltransferase complex (ATP)	4
GO:0009337	CC	sulfite reductase complex (NADPH)	4
GO:0009338	CC	exodeoxyribonuclease V complex	4
GO:0009339	CC	glycolate oxidase complex	4
GO:0009340	CC	DNA topoisomerase IV complex	4
GO:0009341	CC	beta-galactosidase complex	4
GO:0009342	CC	glutamate synthase complex (NADPH)	5
GO:0009343	CC	biotin carboxylase complex	4
GO:0009344	CC	nitrite reductase complex [NAD(P)H]	3
GO:0009345	CC	glycine-tRNA ligase complex	4
GO:0009346	CC	citrate lyase complex	4
GO:0009347	CC	aspartate carbamoyltransferase complex	3
GO:0009348	CC	ornithine carbamoyltransferase complex	4
GO:0009349	CC	riboflavin synthase complex	3
GO:0009350	CC	ethanolamine ammonia-lyase complex	4
GO:0009353	CC	mitochondrial oxoglutarate dehydrogenase complex	5
GO:0009355	CC	DNA polymerase V complex	5
GO:0009356	CC	aminodeoxychorismate synthase complex	4
GO:0009357	CC	protein-N(PI)-phosphohistidine-sugar phosphotransferase complex	4
GO:0009358	CC	polyphosphate kinase complex	3
GO:0009359	CC	Type II site-specific deoxyribonuclease complex	4
GO:0009360	CC	DNA polymerase III complex	5
GO:0009361	CC	succinate-CoA ligase complex (ADP-forming)	6
GO:0009365	CC	protein histidine kinase complex	4
GO:0009366	CC	enterobactin synthetase complex	4
GO:0009368	CC	endopeptidase Clp complex	4
GO:0009371	BP	positive regulation of transcription by pheromones	7
GO:0009372	BP	quorum sensing	4
GO:0009373	BP	regulation of transcription by pheromones	7
GO:0009374	MF	biotin binding	5
GO:0009375	CC	ferredoxin hydrogenase complex	4
GO:0009376	CC	HslUV protease complex	4
GO:0009378	MF	four-way junction helicase activity	10
GO:0009379	CC	Holliday junction helicase complex	5
GO:0009380	CC	excinuclease repair complex	4
GO:0009381	MF	excinuclease ABC activity	8
GO:0009382	CC	imidazoleglycerol-phosphate synthase complex	4
GO:0009383	MF	rRNA (cytosine-C5-)-methyltransferase activity	7
GO:0009384	MF	N-acylmannosamine kinase activity	6
GO:0009385	MF	N-acylmannosamine-6-phosphate 2-epimerase activity	4
GO:0009386	BP	translational attenuation	7
GO:0009389	MF	dimethyl sulfoxide reductase activity	5
GO:0009390	CC	dimethyl sulfoxide reductase complex	3
GO:0009392	MF	N-acetyl-anhydromuramoyl-L-alanine amidase activity	5
GO:0009394	BP	2'-deoxyribonucleotide metabolic process	8
GO:0009395	BP	phospholipid catabolic process	5
GO:0009396	BP	folic acid-containing compound biosynthetic process	6
GO:0009397	BP	folic acid-containing compound catabolic process	6
GO:0009398	BP	FMN biosynthetic process	7
GO:0009399	BP	nitrogen fixation	5
GO:0009400	MF	receptor signaling protein serine/threonine phosphatase activity	5
GO:0009401	BP	phosphoenolpyruvate-dependent sugar phosphotransferase system	6
GO:0009403	BP	toxin biosynthetic process	5
GO:0009404	BP	toxin metabolic process	4
GO:0009405	BP	pathogenesis	3
GO:0009407	BP	toxin catabolic process	5
GO:0009408	BP	response to heat	4
GO:0009409	BP	response to cold	4
GO:0009410	BP	response to xenobiotic stimulus	4
GO:0009411	BP	response to UV	6
GO:0009413	BP	response to flooding	4
GO:0009414	BP	response to water deprivation	4
GO:0009415	BP	response to water	4
GO:0009416	BP	response to light stimulus	5
GO:0009418	CC	pilus shaft	5
GO:0009419	CC	pilus tip	5
GO:0009420	CC	bacterial-type flagellum filament	5
GO:0009421	CC	bacterial-type flagellum filament cap	5
GO:0009422	CC	bacterial-type flagellum hook-filament junction	5
GO:0009423	BP	chorismate biosynthetic process	8
GO:0009424	CC	bacterial-type flagellum hook	5
GO:0009425	CC	bacterial-type flagellum basal body	5
GO:0009426	CC	bacterial-type flagellum basal body, distal rod	5
GO:0009427	CC	bacterial-type flagellum basal body, distal rod, L ring	5
GO:0009428	CC	bacterial-type flagellum basal body, distal rod, P ring	5
GO:0009429	CC	bacterial-type flagellum basal body, proximal rod	5
GO:0009431	CC	bacterial-type flagellum basal body, MS ring	5
GO:0009432	BP	SOS response	5
GO:0009433	CC	bacterial-type flagellum basal body, C ring	5
GO:0009434	CC	microtubule-based flagellum	5
GO:0009435	BP	NAD biosynthetic process	9
GO:0009436	BP	glyoxylate catabolic process	6
GO:0009437	BP	carnitine metabolic process	5
GO:0009438	BP	methylglyoxal metabolic process	5
GO:0009439	BP	cyanate metabolic process	5
GO:0009440	BP	cyanate catabolic process	6
GO:0009441	BP	glycolate metabolic process	8
GO:0009442	BP	allantoin assimilation pathway	7
GO:0009443	BP	pyridoxal 5'-phosphate salvage	6
GO:0009444	BP	pyruvate oxidation	4
GO:0009445	BP	putrescine metabolic process	8
GO:0009446	BP	putrescine biosynthetic process	8
GO:0009447	BP	putrescine catabolic process	7
GO:0009448	BP	gamma-aminobutyric acid metabolic process	5
GO:0009449	BP	gamma-aminobutyric acid biosynthetic process	6
GO:0009450	BP	gamma-aminobutyric acid catabolic process	6
GO:0009451	BP	RNA modification	5
GO:0009452	BP	RNA capping	6
GO:0009453	BP	energy taxis	4
GO:0009454	BP	aerotaxis	5
GO:0009455	BP	redox taxis	5
GO:0009486	MF	cytochrome bo3 ubiquinol oxidase activity	5
GO:0009496	MF	plastoquinol--plastocyanin reductase activity	6
GO:0009501	CC	amyloplast	6
GO:0009503	CC	thylakoid light-harvesting complex	3
GO:0009504	CC	cell plate	5
GO:0009505	CC	plant-type cell wall	5
GO:0009506	CC	plasmodesma	3
GO:0009507	CC	chloroplast	6
GO:0009508	CC	plastid chromosome	5
GO:0009509	CC	chromoplast	6
GO:0009510	CC	plasmodesmatal desmotubule	4
GO:0009511	CC	plasmodesmatal endoplasmic reticulum	4
GO:0009512	CC	cytochrome b6f complex	4
GO:0009513	CC	etioplast	6
GO:0009514	CC	glyoxysome	7
GO:0009515	CC	granal stacked thylakoid	7
GO:0009516	CC	leucoplast	6
GO:0009517	CC	PSII associated light-harvesting complex II	4
GO:0009518	CC	PSI associated light-harvesting complex I	4
GO:0009519	CC	middle lamella	3
GO:0009521	CC	photosystem	3
GO:0009522	CC	photosystem I	4
GO:0009523	CC	photosystem II	4
GO:0009524	CC	phragmoplast	5
GO:0009525	CC	phragmosome	5
GO:0009526	CC	plastid envelope	5
GO:0009527	CC	plastid outer membrane	5
GO:0009528	CC	plastid inner membrane	5
GO:0009529	CC	plastid intermembrane space	4
GO:0009530	CC	primary cell wall	6
GO:0009531	CC	secondary cell wall	6
GO:0009532	CC	plastid stroma	5
GO:0009533	CC	chloroplast stromal thylakoid	7
GO:0009534	CC	chloroplast thylakoid	6
GO:0009535	CC	chloroplast thylakoid membrane	6
GO:0009536	CC	plastid	5
GO:0009537	CC	proplastid	6
GO:0009538	CC	photosystem I reaction center	3
GO:0009539	CC	photosystem II reaction center	3
GO:0009540	MF	zeaxanthin epoxidase [overall] activity	6
GO:0009541	CC	etioplast prolamellar body	5
GO:0009542	CC	granum	6
GO:0009543	CC	chloroplast thylakoid lumen	6
GO:0009544	CC	chloroplast ATP synthase complex	3
GO:0009545	CC	elaioplast	6
GO:0009546	CC	plasmodesmatal cytoplasmic sleeve	4
GO:0009547	CC	plastid ribosome	4
GO:0009548	CC	plasmodesmatal plasma membrane	4
GO:0009549	CC	cellulose microfibril	5
GO:0009550	CC	primary plasmodesma	4
GO:0009551	CC	secondary plasmodesma	4
GO:0009553	BP	embryo sac development	5
GO:0009554	BP	megasporogenesis	5
GO:0009555	BP	pollen development	5
GO:0009556	BP	microsporogenesis	5
GO:0009557	BP	antipodal cell differentiation	4
GO:0009558	BP	embryo sac cellularization	4
GO:0009559	BP	embryo sac central cell differentiation	4
GO:0009560	BP	embryo sac egg cell differentiation	4
GO:0009561	BP	megagametogenesis	3
GO:0009562	BP	embryo sac nuclear migration	4
GO:0009563	BP	synergid differentiation	4
GO:0009566	BP	fertilization	3
GO:0009567	BP	double fertilization forming a zygote and endosperm	4
GO:0009568	CC	amyloplast starch grain	6
GO:0009569	CC	chloroplast starch grain	6
GO:0009570	CC	chloroplast stroma	6
GO:0009571	CC	proplastid stroma	6
GO:0009573	CC	chloroplast ribulose bisphosphate carboxylase complex	5
GO:0009574	CC	preprophase band	5
GO:0009575	CC	chromoplast stroma	6
GO:0009576	CC	leucoplast stroma	6
GO:0009577	CC	elaioplast stroma	6
GO:0009578	CC	etioplast stroma	6
GO:0009579	CC	thylakoid	4
GO:0009581	BP	detection of external stimulus	4
GO:0009582	BP	detection of abiotic stimulus	4
GO:0009583	BP	detection of light stimulus	5
GO:0009584	BP	detection of visible light	6
GO:0009585	BP	red, far-red light phototransduction	5
GO:0009586	BP	rhodopsin mediated phototransduction	6
GO:0009588	BP	UV-A, blue light phototransduction	5
GO:0009589	BP	detection of UV	6
GO:0009590	BP	detection of gravity	5
GO:0009593	BP	detection of chemical stimulus	4
GO:0009594	BP	detection of nutrient	5
GO:0009595	BP	detection of biotic stimulus	4
GO:0009597	BP	detection of virus	5
GO:0009600	BP	detection of nematode	5
GO:0009601	BP	detection of insect	5
GO:0009602	BP	detection of symbiont	5
GO:0009603	BP	detection of symbiotic fungus	6
GO:0009604	BP	detection of symbiotic bacterium	6
GO:0009605	BP	response to external stimulus	3
GO:0009606	BP	tropism	3
GO:0009607	BP	response to biotic stimulus	3
GO:0009608	BP	response to symbiont	4
GO:0009609	BP	response to symbiotic bacterium	5
GO:0009610	BP	response to symbiotic fungus	5
GO:0009611	BP	response to wounding	4
GO:0009612	BP	response to mechanical stimulus	4
GO:0009615	BP	response to virus	4
GO:0009616	BP	virus induced gene silencing	5
GO:0009617	BP	response to bacterium	4
GO:0009620	BP	response to fungus	4
GO:0009623	BP	response to parasitic fungus	6
GO:0009624	BP	response to nematode	4
GO:0009625	BP	response to insect	4
GO:0009626	BP	plant-type hypersensitive response	5
GO:0009627	BP	systemic acquired resistance	5
GO:0009628	BP	response to abiotic stimulus	3
GO:0009629	BP	response to gravity	4
GO:0009630	BP	gravitropism	4
GO:0009631	BP	cold acclimation	5
GO:0009635	BP	response to herbicide	4
GO:0009636	BP	response to toxin	4
GO:0009637	BP	response to blue light	6
GO:0009638	BP	phototropism	4
GO:0009639	BP	response to red or far red light	6
GO:0009640	BP	photomorphogenesis	4
GO:0009641	BP	shade avoidance	7
GO:0009642	BP	response to light intensity	6
GO:0009643	BP	photosynthetic acclimation	7
GO:0009644	BP	response to high light intensity	7
GO:0009645	BP	response to low light intensity stimulus	7
GO:0009646	BP	response to absence of light	7
GO:0009647	BP	skotomorphogenesis	4
GO:0009648	BP	photoperiodism	6
GO:0009649	BP	entrainment of circadian clock	4
GO:0009650	BP	UV protection	7
GO:0009651	BP	response to salt stress	5
GO:0009652	BP	thigmotropism	4
GO:0009653	BP	anatomical structure morphogenesis	3
GO:0009654	CC	oxygen evolving complex	3
GO:0009655	CC	PSII associated light-harvesting complex II, core complex	3
GO:0009656	CC	PSII associated light-harvesting complex II, peripheral complex	3
GO:0009657	BP	plastid organization	6
GO:0009658	BP	chloroplast organization	7
GO:0009659	BP	leucoplast organization	7
GO:0009660	BP	amyloplast organization	7
GO:0009661	BP	chromoplast organization	7
GO:0009662	BP	etioplast organization	7
GO:0009663	BP	plasmodesma organization	5
GO:0009664	BP	plant-type cell wall organization	6
GO:0009665	BP	plastid inheritance	7
GO:0009666	BP	plastid outer membrane organization	5
GO:0009667	BP	plastid inner membrane organization	5
GO:0009668	BP	plastid membrane organization	4
GO:0009669	MF	sucrose:monovalent cation symporter activity	9
GO:0009670	MF	triose-phosphate:phosphate antiporter activity	8
GO:0009671	MF	nitrate:hydrogen symporter activity	8
GO:0009672	MF	auxin:hydrogen symporter activity	6
GO:0009673	MF	low affinity phosphate transmembrane transporter activity	9
GO:0009674	MF	potassium:sodium symporter activity	8
GO:0009675	MF	high affinity sulfate:hydrogen symporter activity	8
GO:0009676	MF	low affinity sulfate:hydrogen symporter activity	8
GO:0009677	BP	double fertilization forming two zygotes	4
GO:0009678	MF	hydrogen-translocating pyrophosphatase activity	7
GO:0009679	MF	hexose:hydrogen symporter activity	9
GO:0009682	BP	induced systemic resistance	5
GO:0009683	BP	indoleacetic acid metabolic process	5
GO:0009684	BP	indoleacetic acid biosynthetic process	6
GO:0009685	BP	gibberellin metabolic process	8
GO:0009686	BP	gibberellin biosynthetic process	7
GO:0009687	BP	abscisic acid metabolic process	8
GO:0009688	BP	abscisic acid biosynthetic process	7
GO:0009689	BP	induction of phytoalexin biosynthetic process	5
GO:0009690	BP	cytokinin metabolic process	5
GO:0009691	BP	cytokinin biosynthetic process	5
GO:0009692	BP	ethylene metabolic process	5
GO:0009693	BP	ethylene biosynthetic process	6
GO:0009694	BP	jasmonic acid metabolic process	7
GO:0009695	BP	jasmonic acid biosynthetic process	7
GO:0009696	BP	salicylic acid metabolic process	5
GO:0009697	BP	salicylic acid biosynthetic process	6
GO:0009698	BP	phenylpropanoid metabolic process	4
GO:0009699	BP	phenylpropanoid biosynthetic process	5
GO:0009700	BP	indole phytoalexin biosynthetic process	5
GO:0009701	BP	isoflavonoid phytoalexin biosynthetic process	6
GO:0009702	MF	L-arabinokinase activity	6
GO:0009703	MF	nitrate reductase (NADH) activity	6
GO:0009704	BP	de-etiolation	5
GO:0009705	CC	plant-type vacuole membrane	5
GO:0009706	CC	chloroplast inner membrane	6
GO:0009707	CC	chloroplast outer membrane	6
GO:0009708	BP	benzyl isoquinoline alkaloid biosynthetic process	6
GO:0009709	BP	terpenoid indole alkaloid biosynthetic process	7
GO:0009710	BP	tropane alkaloid biosynthetic process	6
GO:0009711	BP	purine alkaloid biosynthetic process	6
GO:0009712	BP	catechol-containing compound metabolic process	6
GO:0009713	BP	catechol-containing compound biosynthetic process	7
GO:0009714	BP	chalcone metabolic process	5
GO:0009715	BP	chalcone biosynthetic process	6
GO:0009716	BP	flavonoid phytoalexin biosynthetic process	6
GO:0009717	BP	isoflavonoid biosynthetic process	6
GO:0009718	BP	anthocyanin biosynthetic process	5
GO:0009719	BP	response to endogenous stimulus	3
GO:0009720	BP	detection of hormone stimulus	5
GO:0009721	BP	detection of auxin stimulus	6
GO:0009722	BP	detection of cytokinin stimulus	6
GO:0009723	BP	response to ethylene stimulus	5
GO:0009724	BP	detection of abscisic acid stimulus	6
GO:0009725	BP	response to hormone stimulus	4
GO:0009726	BP	detection of endogenous stimulus	4
GO:0009727	BP	detection of ethylene stimulus	6
GO:0009728	BP	detection of gibberellic acid stimulus	6
GO:0009729	BP	detection of brassinosteroid stimulus	6
